name,recclass,mass,year,longitude,latitude,country,continent
MacAlpine Hills 041102,L5,0.68,2004,not found,not found,not found,not found
MacAlpine Hills 041103,H5,0.7,2004,not found,not found,not found,not found
MacAlpine Hills 041104,L5,1.02,2004,not found,not found,not found,not found
MacAlpine Hills 041105,L5,0.21,2004,not found,not found,not found,not found
MacAlpine Hills 041106,L5,0.68,2004,not found,not found,not found,not found
MacAlpine Hills 041107,L5,0.61,2004,not found,not found,not found,not found
MacAlpine Hills 041108,L5,0.53,2004,not found,not found,not found,not found
MacAlpine Hills 041109,L5,0.38,2004,not found,not found,not found,not found
MacAlpine Hills 041110,L5,0.68,2004,not found,not found,not found,not found
MacAlpine Hills 041111,L5,0.95,2004,not found,not found,not found,not found
MacAlpine Hills 041112,L5,0.57,2004,not found,not found,not found,not found
MacAlpine Hills 041113,L5,0.23,2004,not found,not found,not found,not found
MacAlpine Hills 041114,L5,0.96,2004,not found,not found,not found,not found
MacAlpine Hills 041115,L5,1.35,2004,not found,not found,not found,not found
MacAlpine Hills 041116,L5,1.29,2004,not found,not found,not found,not found
MacAlpine Hills 041117,LL5,0.46,2004,not found,not found,not found,not found
MacAlpine Hills 041118,L5,0.28,2004,not found,not found,not found,not found
MacAlpine Hills 041119,H5,0.52,2004,not found,not found,not found,not found
MacAlpine Hills 041120,L5,0.9,2004,not found,not found,not found,not found
MacAlpine Hills 041121,L5,0.9,2004,not found,not found,not found,not found
MacAlpine Hills 041122,L5,0.5,2004,not found,not found,not found,not found
MacAlpine Hills 041123,L5,0.8,2004,not found,not found,not found,not found
MacAlpine Hills 041124,H5,0.5,2004,not found,not found,not found,not found
MacAlpine Hills 041125,L5,0.5,2004,not found,not found,not found,not found
MacAlpine Hills 041126,L5,0.6,2004,not found,not found,not found,not found
MacAlpine Hills 041127,H4,0.5,2004,not found,not found,not found,not found
MacAlpine Hills 041128,H5,0.5,2004,not found,not found,not found,not found
MacAlpine Hills 041129,L5,0.7,2004,not found,not found,not found,not found
MacAlpine Hills 041130,LL5,0.3,2004,not found,not found,not found,not found
MacAlpine Hills 041131,L5,0.6,2004,not found,not found,not found,not found
MacAlpine Hills 041132,L5,0.2,2004,not found,not found,not found,not found
MacAlpine Hills 041133,L5,0.4,2004,not found,not found,not found,not found
MacAlpine Hills 041134,L5,0.7,2004,not found,not found,not found,not found
MacAlpine Hills 041135,L5,0.4,2004,not found,not found,not found,not found
MacAlpine Hills 041136,L5,1.2,2004,not found,not found,not found,not found
MacAlpine Hills 041137,H5,0.6,2004,not found,not found,not found,not found
MacAlpine Hills 041138,H5,0.9,2004,not found,not found,not found,not found
MacAlpine Hills 041139,L5,0.6,2004,not found,not found,not found,not found
MacAlpine Hills 041140,L5,0.3,2004,not found,not found,not found,not found
MacAlpine Hills 041141,L5,0.5,2004,not found,not found,not found,not found
MacAlpine Hills 041142,L5,0.6,2004,not found,not found,not found,not found
MacAlpine Hills 041143,L5,0.7,2004,not found,not found,not found,not found
MacAlpine Hills 041144,H4,0.9,2004,not found,not found,not found,not found
MacAlpine Hills 041145,L5,0.9,2004,not found,not found,not found,not found
MacAlpine Hills 041146,L5,0.7,2004,not found,not found,not found,not found
MacAlpine Hills 041147,L5,0.7,2004,not found,not found,not found,not found
MacAlpine Hills 041148,L5,0.8,2004,not found,not found,not found,not found
MacAlpine Hills 041149,L5,0.4,2004,not found,not found,not found,not found
MacAlpine Hills 041150,L4,1.3,2004,not found,not found,not found,not found
MacAlpine Hills 041151,L5,0.5,2004,not found,not found,not found,not found
MacAlpine Hills 041152,H5,0.3,2004,not found,not found,not found,not found
MacAlpine Hills 041153,L5,0.5,2004,not found,not found,not found,not found
MacAlpine Hills 041154,L5,0.2,2004,not found,not found,not found,not found
MacAlpine Hills 041155,L5,0.3,2004,not found,not found,not found,not found
MacAlpine Hills 041156,H5,0.4,2004,not found,not found,not found,not found
MacAlpine Hills 041157,H5,0.9,2004,not found,not found,not found,not found
MacAlpine Hills 041158,L5,0.5,2004,not found,not found,not found,not found
MacAlpine Hills 041159,L5,0.3,2004,not found,not found,not found,not found
MacAlpine Hills 041160,H5,1.4,2004,not found,not found,not found,not found
MacAlpine Hills 041161,H5,1.7,2004,not found,not found,not found,not found
MacAlpine Hills 041162,H5,2.1,2004,not found,not found,not found,not found
MacAlpine Hills 041163,L5,1.8,2004,not found,not found,not found,not found
MacAlpine Hills 041164,L5,1.2,2004,not found,not found,not found,not found
MacAlpine Hills 041165,L6,1.9,2004,not found,not found,not found,not found
MacAlpine Hills 041166,L5,2.4,2004,not found,not found,not found,not found
MacAlpine Hills 041167,H5,6.2,2004,not found,not found,not found,not found
MacAlpine Hills 041168,L5,2.4,2004,not found,not found,not found,not found
MacAlpine Hills 041169,Eucrite-unbr,3.2,2004,not found,not found,not found,not found
MacAlpine Hills 041170,H5,26.4,2004,not found,not found,not found,not found
MacAlpine Hills 041171,H5,30.6,2004,not found,not found,not found,not found
MacAlpine Hills 041172,LL5,32.5,2004,not found,not found,not found,not found
MacAlpine Hills 041173,LL5,34,2004,not found,not found,not found,not found
MacAlpine Hills 041174,L5,6.9,2004,not found,not found,not found,not found
MacAlpine Hills 041175,H5,11.4,2004,not found,not found,not found,not found
MacAlpine Hills 041176,H5,24.1,2004,not found,not found,not found,not found
MacAlpine Hills 041177,H5,52.2,2004,not found,not found,not found,not found
MacAlpine Hills 041178,H5,97.8,2004,not found,not found,not found,not found
MacAlpine Hills 041179,H5,185.6,2004,not found,not found,not found,not found
MacAlpine Hills 041180,L5,0.6,2004,not found,not found,not found,not found
MacAlpine Hills 041181,L5,1.1,2004,not found,not found,not found,not found
MacAlpine Hills 041182,L5,0.9,2004,not found,not found,not found,not found
MacAlpine Hills 041183,L5,1.1,2004,not found,not found,not found,not found
MacAlpine Hills 041184,L4,1.6,2004,not found,not found,not found,not found
MacAlpine Hills 041185,L5,0.8,2004,not found,not found,not found,not found
MacAlpine Hills 041186,H5,0.2,2004,not found,not found,not found,not found
MacAlpine Hills 041187,L6,0.5,2004,not found,not found,not found,not found
MacAlpine Hills 041188,L5,0.9,2004,not found,not found,not found,not found
MacAlpine Hills 041189,L5,0.7,2004,not found,not found,not found,not found
MacAlpine Hills 041190,L4,1.2,2004,not found,not found,not found,not found
MacAlpine Hills 041191,L5,0.4,2004,not found,not found,not found,not found
MacAlpine Hills 041192,L5,0.4,2004,not found,not found,not found,not found
MacAlpine Hills 041193,Acapulcoite/lodranite,1.3,2004,not found,not found,not found,not found
MacAlpine Hills 041194,H5,0.5,2004,not found,not found,not found,not found
MacAlpine Hills 041195,LL5,0.9,2004,not found,not found,not found,not found
MacAlpine Hills 041196,L5,0.5,2004,not found,not found,not found,not found
MacAlpine Hills 041197,L6,1.4,2004,not found,not found,not found,not found
MacAlpine Hills 041198,L5,0.8,2004,not found,not found,not found,not found
MacAlpine Hills 041199,L5,1,2004,not found,not found,not found,not found
MacAlpine Hills 041200,L5,0.5,2004,not found,not found,not found,not found
MacAlpine Hills 041201,L4,0.8,2004,not found,not found,not found,not found
MacAlpine Hills 041202,L5,0.5,2004,not found,not found,not found,not found
MacAlpine Hills 041203,L5,0.2,2004,not found,not found,not found,not found
MacAlpine Hills 041204,H5,1,2004,not found,not found,not found,not found
MacAlpine Hills 041205,L5,1.3,2004,not found,not found,not found,not found
MacAlpine Hills 041206,L5,0.9,2004,not found,not found,not found,not found
MacAlpine Hills 041207,L5,0.8,2004,not found,not found,not found,not found
MacAlpine Hills 041208,L5,0.5,2004,not found,not found,not found,not found
MacAlpine Hills 041209,L5,0.4,2004,not found,not found,not found,not found
MacAlpine Hills 041210,L5,0.5,2004,not found,not found,not found,not found
MacAlpine Hills 041211,L5,0.4,2004,not found,not found,not found,not found
MacAlpine Hills 041212,L5,1,2004,not found,not found,not found,not found
MacAlpine Hills 041213,L5,0.4,2004,not found,not found,not found,not found
MacAlpine Hills 041214,L5,0.2,2004,not found,not found,not found,not found
MacAlpine Hills 041215,H5,1,2004,not found,not found,not found,not found
MacAlpine Hills 041216,LL6,0.7,2004,not found,not found,not found,not found
MacAlpine Hills 041217,L5,1.8,2004,not found,not found,not found,not found
MacAlpine Hills 041218,L5,0.9,2004,not found,not found,not found,not found
MacAlpine Hills 041219,CM2,0.5,2004,not found,not found,not found,not found
MacAlpine Hills 041220,L5,0.8,2004,not found,not found,not found,not found
MacAlpine Hills 041221,L5,0.5,2004,not found,not found,not found,not found
MacAlpine Hills 041222,L5,0.9,2004,not found,not found,not found,not found
MacAlpine Hills 041223,L5,0.9,2004,not found,not found,not found,not found
MacAlpine Hills 041224,L5,0.8,2004,not found,not found,not found,not found
MacAlpine Hills 041225,L5,0.4,2004,not found,not found,not found,not found
MacAlpine Hills 041226,L5,1.1,2004,not found,not found,not found,not found
MacAlpine Hills 041227,L5,0.5,2004,not found,not found,not found,not found
MacAlpine Hills 041228,L5,1.5,2004,not found,not found,not found,not found
MacAlpine Hills 041229,L5,1.3,2004,not found,not found,not found,not found
MacAlpine Hills 041230,L5,1.2,2004,not found,not found,not found,not found
MacAlpine Hills 041231,L5,1.5,2004,not found,not found,not found,not found
MacAlpine Hills 041232,L5,1,2004,not found,not found,not found,not found
MacAlpine Hills 041233,L5,1.1,2004,not found,not found,not found,not found
MacAlpine Hills 041234,L5,1.1,2004,not found,not found,not found,not found
MacAlpine Hills 041235,L5,1.8,2004,not found,not found,not found,not found
MacAlpine Hills 041236,L4,1.5,2004,not found,not found,not found,not found
MacAlpine Hills 041237,L5,1.5,2004,not found,not found,not found,not found
MacAlpine Hills 041238,L5,1.6,2004,not found,not found,not found,not found
MacAlpine Hills 041239,L5,1.5,2004,not found,not found,not found,not found
MacAlpine Hills 041240,L5,4,2004,not found,not found,not found,not found
MacAlpine Hills 041241,L5,1.4,2004,not found,not found,not found,not found
MacAlpine Hills 041242,L5,2.4,2004,not found,not found,not found,not found
MacAlpine Hills 041243,L5,3.1,2004,not found,not found,not found,not found
MacAlpine Hills 041244,L5,3.1,2004,not found,not found,not found,not found
MacAlpine Hills 041245,L6,2.9,2004,not found,not found,not found,not found
MacAlpine Hills 041246,L6,2.1,2004,not found,not found,not found,not found
MacAlpine Hills 041247,L5,2,2004,not found,not found,not found,not found
MacAlpine Hills 041248,L6,5.4,2004,not found,not found,not found,not found
MacAlpine Hills 041249,L5,2.8,2004,not found,not found,not found,not found
MacAlpine Hills 041250,L5,1.2,2004,not found,not found,not found,not found
MacAlpine Hills 041251,LL5,1.5,2004,not found,not found,not found,not found
MacAlpine Hills 041252,L4,3,2004,not found,not found,not found,not found
MacAlpine Hills 041253,L5,1.2,2004,not found,not found,not found,not found
MacAlpine Hills 041254,L5,1.6,2004,not found,not found,not found,not found
MacAlpine Hills 041255,L5,5.5,2004,not found,not found,not found,not found
MacAlpine Hills 041256,L5,3.6,2004,not found,not found,not found,not found
MacAlpine Hills 041257,L4,3.3,2004,not found,not found,not found,not found
MacAlpine Hills 041258,L5,2.9,2004,not found,not found,not found,not found
MacAlpine Hills 041259,L5,1.9,2004,not found,not found,not found,not found
MacAlpine Hills 041260,H5,2.6,2004,not found,not found,not found,not found
MacAlpine Hills 041261,H5,4,2004,not found,not found,not found,not found
MacAlpine Hills 041262,H5,3.4,2004,not found,not found,not found,not found
MacAlpine Hills 041263,H5,2.6,2004,not found,not found,not found,not found
MacAlpine Hills 041264,H5,1.2,2004,not found,not found,not found,not found
MacAlpine Hills 041265,H5,3.3,2004,not found,not found,not found,not found
MacAlpine Hills 041266,H5,3.9,2004,not found,not found,not found,not found
MacAlpine Hills 041267,H5,2.7,2004,not found,not found,not found,not found
MacAlpine Hills 041268,H5,1.5,2004,not found,not found,not found,not found
MacAlpine Hills 041269,Howardite,4.5,2004,not found,not found,not found,not found
MacAlpine Hills 041270,H5,4.6,2004,not found,not found,not found,not found
MacAlpine Hills 041271,H5,3.3,2004,not found,not found,not found,not found
MacAlpine Hills 04850,L5,1999.1,2004,not found,not found,not found,not found
MacAlpine Hills 04851,H5,2007.3,2004,not found,not found,not found,not found
MacAlpine Hills 04852,H5,906.1,2004,not found,not found,not found,not found
MacAlpine Hills 04853,LL5,375.8,2004,not found,not found,not found,not found
MacAlpine Hills 04854,H5,373,2004,not found,not found,not found,not found
MacAlpine Hills 04855,LL5,83.7,2004,not found,not found,not found,not found
MacAlpine Hills 04856,H5,75.5,2004,not found,not found,not found,not found
MacAlpine Hills 04857,LL6,88,2004,not found,not found,not found,not found
MacAlpine Hills 04858,H5,38.2,2004,not found,not found,not found,not found
MacAlpine Hills 04859,H5,43.9,2004,not found,not found,not found,not found
MacAlpine Hills 04860,H6,6.2,2004,not found,not found,not found,not found
MacAlpine Hills 04861,L5,2.4,2004,not found,not found,not found,not found
MacAlpine Hills 04862,L5,0.71,2004,not found,not found,not found,not found
MacAlpine Hills 04863,L5,0.97,2004,not found,not found,not found,not found
MacAlpine Hills 04864,L5,0.4,2004,not found,not found,not found,not found
MacAlpine Hills 04865,H4,0.5,2004,not found,not found,not found,not found
MacAlpine Hills 04866,L5,1.19,2004,not found,not found,not found,not found
MacAlpine Hills 04867,L5,0.58,2004,not found,not found,not found,not found
MacAlpine Hills 04868,L5,0.39,2004,not found,not found,not found,not found
MacAlpine Hills 04869,L5,3.3,2004,not found,not found,not found,not found
MacAlpine Hills 04870,H5,0.61,2004,not found,not found,not found,not found
MacAlpine Hills 04871,H4,0.72,2004,not found,not found,not found,not found
MacAlpine Hills 04872,L5,0.28,2004,not found,not found,not found,not found
MacAlpine Hills 04873,H5,2.3,2004,not found,not found,not found,not found
MacAlpine Hills 04874,L5,0.22,2004,not found,not found,not found,not found
MacAlpine Hills 04875,H5,1.4,2004,not found,not found,not found,not found
MacAlpine Hills 04876,H5,0.24,2004,not found,not found,not found,not found
MacAlpine Hills 04877,L5,0.37,2004,not found,not found,not found,not found
MacAlpine Hills 04878,H5,0.9,2004,not found,not found,not found,not found
MacAlpine Hills 04879,H5,1.4,2004,not found,not found,not found,not found
MacAlpine Hills 04880,H5,0.86,2004,not found,not found,not found,not found
MacAlpine Hills 04881,L5,1.4,2004,not found,not found,not found,not found
MacAlpine Hills 04882,L4,1.98,2004,not found,not found,not found,not found
MacAlpine Hills 04883,L5,1.1,2004,not found,not found,not found,not found
MacAlpine Hills 04884,L4,0.26,2004,not found,not found,not found,not found
MacAlpine Hills 04885,L5,0.55,2004,not found,not found,not found,not found
MacAlpine Hills 04886,L4,0.65,2004,not found,not found,not found,not found
MacAlpine Hills 04887,LL5,1.89,2004,not found,not found,not found,not found
MacAlpine Hills 04888,H5,1.08,2004,not found,not found,not found,not found
MacAlpine Hills 04889,H5,0.48,2004,not found,not found,not found,not found
MacAlpine Hills 04890,H5,8.3,2004,not found,not found,not found,not found
MacAlpine Hills 04891,LL6,6.2,2004,not found,not found,not found,not found
MacAlpine Hills 04892,L5,17.5,2004,not found,not found,not found,not found
MacAlpine Hills 04893,L6,12.2,2004,not found,not found,not found,not found
MacAlpine Hills 04894,L5,57.6,2004,not found,not found,not found,not found
MacAlpine Hills 04895,H5,33.7,2004,not found,not found,not found,not found
MacAlpine Hills 04896,LL5,105.9,2004,not found,not found,not found,not found
MacAlpine Hills 04897,L5,17.4,2004,not found,not found,not found,not found
MacAlpine Hills 04898,L5,11.6,2004,not found,not found,not found,not found
MacAlpine Hills 04899,L5,26.5,2004,not found,not found,not found,not found
MacAlpine Hills 04900,LL6,17.7,2004,not found,not found,not found,not found
MacAlpine Hills 04901,H6,5.1,2004,not found,not found,not found,not found
MacAlpine Hills 04902,L5,2.9,2004,not found,not found,not found,not found
MacAlpine Hills 04903,L5,0.39,2004,not found,not found,not found,not found
MacAlpine Hills 04904,L5,1.03,2004,not found,not found,not found,not found
MacAlpine Hills 04905,L5,0.24,2004,not found,not found,not found,not found
MacAlpine Hills 04906,L4,0.53,2004,not found,not found,not found,not found
MacAlpine Hills 04907,L5,0.74,2004,not found,not found,not found,not found
MacAlpine Hills 04908,L5,0.25,2004,not found,not found,not found,not found
MacAlpine Hills 04909,L5,0.32,2004,not found,not found,not found,not found
MacAlpine Hills 04910,L5,2.5,2004,not found,not found,not found,not found
MacAlpine Hills 04911,H5,0.83,2004,not found,not found,not found,not found
MacAlpine Hills 04912,H5,1.27,2004,not found,not found,not found,not found
MacAlpine Hills 04913,H5,1.6,2004,not found,not found,not found,not found
MacAlpine Hills 04914,H5,2.8,2004,not found,not found,not found,not found
MacAlpine Hills 04915,H5,0.41,2004,not found,not found,not found,not found
MacAlpine Hills 04916,L5,4.9,2004,not found,not found,not found,not found
MacAlpine Hills 04917,H5,1.1,2004,not found,not found,not found,not found
MacAlpine Hills 04918,L5,0.8,2004,not found,not found,not found,not found
MacAlpine Hills 04919,L5,0.38,2004,not found,not found,not found,not found
MacAlpine Hills 04920,L5,1.9,2004,not found,not found,not found,not found
MacAlpine Hills 04921,L5,1.9,2004,not found,not found,not found,not found
MacAlpine Hills 04922,L5,3,2004,not found,not found,not found,not found
MacAlpine Hills 04923,L5,2.1,2004,not found,not found,not found,not found
MacAlpine Hills 04924,L5,1.8,2004,not found,not found,not found,not found
MacAlpine Hills 04925,H5,0.3,2004,not found,not found,not found,not found
MacAlpine Hills 04926,H5,1.9,2004,not found,not found,not found,not found
MacAlpine Hills 04927,L5,1.2,2004,not found,not found,not found,not found
MacAlpine Hills 04928,L5,0.3,2004,not found,not found,not found,not found
MacAlpine Hills 04929,H5,0.2,2004,not found,not found,not found,not found
MacAlpine Hills 04930,H3,0.88,2004,not found,not found,not found,not found
MacAlpine Hills 04931,H5,0.35,2004,not found,not found,not found,not found
MacAlpine Hills 04932,L5,0.21,2004,not found,not found,not found,not found
MacAlpine Hills 04933,L5,0.28,2004,not found,not found,not found,not found
MacAlpine Hills 04934,L5,0.44,2004,not found,not found,not found,not found
MacAlpine Hills 04935,L5,0.36,2004,not found,not found,not found,not found
MacAlpine Hills 04936,L5,0.72,2004,not found,not found,not found,not found
MacAlpine Hills 04937,L5,0.76,2004,not found,not found,not found,not found
MacAlpine Hills 04938,H5,1.47,2004,not found,not found,not found,not found
MacAlpine Hills 04939,H5,0.72,2004,not found,not found,not found,not found
MacAlpine Hills 04940,H4,0.67,2004,not found,not found,not found,not found
MacAlpine Hills 04941,H5,0.41,2004,not found,not found,not found,not found
MacAlpine Hills 04942,L4,13.1,2004,not found,not found,not found,not found
MacAlpine Hills 04943,L5,1.6,2004,not found,not found,not found,not found
MacAlpine Hills 04944,H5,0.9,2004,not found,not found,not found,not found
MacAlpine Hills 04945,L5,2,2004,not found,not found,not found,not found
MacAlpine Hills 04946,L5,0.67,2004,not found,not found,not found,not found
MacAlpine Hills 04947,L5,0.2,2004,not found,not found,not found,not found
MacAlpine Hills 04948,L4,0.62,2004,not found,not found,not found,not found
MacAlpine Hills 04949,LL5,4.5,2004,not found,not found,not found,not found
MacAlpine Hills 04950,L5,6.5,2004,not found,not found,not found,not found
MacAlpine Hills 04951,L5,7.4,2004,not found,not found,not found,not found
MacAlpine Hills 04952,L5,9,2004,not found,not found,not found,not found
MacAlpine Hills 04953,L5,3.6,2004,not found,not found,not found,not found
MacAlpine Hills 04954,H6,11.7,2004,not found,not found,not found,not found
MacAlpine Hills 04955,H4,0.39,2004,not found,not found,not found,not found
MacAlpine Hills 04956,H5,0.63,2004,not found,not found,not found,not found
MacAlpine Hills 04957,H5,0.26,2004,not found,not found,not found,not found
MacAlpine Hills 04958,H5,0.74,2004,not found,not found,not found,not found
MacAlpine Hills 04959,H5,0.51,2004,not found,not found,not found,not found
MacAlpine Hills 04960,H5,0.31,2004,not found,not found,not found,not found
MacAlpine Hills 04961,H,0.08,2004,not found,not found,not found,not found
MacAlpine Hills 04962,H5,0.19,2004,not found,not found,not found,not found
MacAlpine Hills 04963,H5,0.56,2004,not found,not found,not found,not found
MacAlpine Hills 04964,H5,0.59,2004,not found,not found,not found,not found
MacAlpine Hills 04965,L5,0.9,2004,not found,not found,not found,not found
MacAlpine Hills 04966,L5,1.3,2004,not found,not found,not found,not found
MacAlpine Hills 04967,L5,1.5,2004,not found,not found,not found,not found
MacAlpine Hills 04968,H6,0.51,2004,not found,not found,not found,not found
MacAlpine Hills 04969,H5,1.1,2004,not found,not found,not found,not found
MacAlpine Hills 04970,L5,0.57,2004,not found,not found,not found,not found
MacAlpine Hills 04971,H5,2,2004,not found,not found,not found,not found
MacAlpine Hills 04972,H5,0.26,2004,not found,not found,not found,not found
MacAlpine Hills 04973,L5,0.71,2004,not found,not found,not found,not found
MacAlpine Hills 04974,L5,0.15,2004,not found,not found,not found,not found
MacAlpine Hills 04975,H5,1.2,2004,not found,not found,not found,not found
MacAlpine Hills 04976,L5,2.9,2004,not found,not found,not found,not found
MacAlpine Hills 04977,L5,1.07,2004,not found,not found,not found,not found
MacAlpine Hills 04978,L5,0.15,2004,not found,not found,not found,not found
MacAlpine Hills 04979,L5,0.37,2004,not found,not found,not found,not found
MacAlpine Hills 04980,H5,0.58,2004,not found,not found,not found,not found
MacAlpine Hills 04981,H5,0.23,2004,not found,not found,not found,not found
MacAlpine Hills 04982,L5,1.37,2004,not found,not found,not found,not found
MacAlpine Hills 04983,LL5,0.23,2004,not found,not found,not found,not found
MacAlpine Hills 04984,H5,0.13,2004,not found,not found,not found,not found
MacAlpine Hills 04985,L5,0.81,2004,not found,not found,not found,not found
MacAlpine Hills 04986,H5,0.21,2004,not found,not found,not found,not found
MacAlpine Hills 04987,L5,0.57,2004,not found,not found,not found,not found
MacAlpine Hills 04988,H5,0.25,2004,not found,not found,not found,not found
MacAlpine Hills 04989,L5,0.64,2004,not found,not found,not found,not found
MacAlpine Hills 04990,L5,0.2,2004,not found,not found,not found,not found
MacAlpine Hills 04991,L5,0.6,2004,not found,not found,not found,not found
MacAlpine Hills 04992,L5,0.6,2004,not found,not found,not found,not found
MacAlpine Hills 04993,L5,18.6,2004,not found,not found,not found,not found
MacAlpine Hills 04994,L5,0.5,2004,not found,not found,not found,not found
MacAlpine Hills 04995,L5,0.4,2004,not found,not found,not found,not found
MacAlpine Hills 04996,H5,2.1,2004,not found,not found,not found,not found
MacAlpine Hills 04997,L5,6.8,2004,not found,not found,not found,not found
MacAlpine Hills 04998,L5,18.3,2004,not found,not found,not found,not found
MacAlpine Hills 04999,L5,13.5,2004,not found,not found,not found,not found
Mount Pratt 04418,L5,36.7,2004,not found,not found,not found,not found
Mount Pratt 04419,LL6,62.9,2004,not found,not found,not found,not found
Mount Pratt 04420,L6,21.6,2004,not found,not found,not found,not found
Mount Pratt 04421,L5,25.7,2004,not found,not found,not found,not found
Mount Pratt 04422,LL6,5060,2004,not found,not found,not found,not found
Moapa Valley,CM1,698.8,2004,-114.4269346,36.5575282,United States,North America
Morokweng,LL6,750,2004,not found,not found,not found,not found
Mount DeWitt 03001,LL6,725.2,2004,not found,not found,not found,not found
Mount Pratt 04401,Howardite,55,2004,not found,not found,not found,not found
Mount Pratt 04402,Howardite,37.8,2004,not found,not found,not found,not found
Mount Pratt 04403,LL6,655.7,2004,not found,not found,not found,not found
Mount Pratt 04404,LL6,358.9,2004,not found,not found,not found,not found
Mount Pratt 04405,LL6,1373.5,2004,not found,not found,not found,not found
Mount Pratt 04406,H6,1188.6,2004,not found,not found,not found,not found
Mount Pratt 04407,L5,508,2004,not found,not found,not found,not found
Mount Pratt 04408,LL6,384.7,2004,not found,not found,not found,not found
Mount Pratt 04409,LL6,326.8,2004,not found,not found,not found,not found
Mount Pratt 04410,LL5,278.6,2004,not found,not found,not found,not found
Mount Pratt 04411,LL5,170.6,2004,not found,not found,not found,not found
Mount Pratt 04412,L6,82.8,2004,not found,not found,not found,not found
Mount Pratt 04413,L5,84.6,2004,not found,not found,not found,not found
Mount Pratt 04414,H4,104.4,2004,not found,not found,not found,not found
Mount Pratt 04415,LL6,106.8,2004,not found,not found,not found,not found
Mount Pratt 04416,LL5,69.8,2004,not found,not found,not found,not found
Mount Pratt 04417,LL5,87.5,2004,not found,not found,not found,not found
Naviska,"Iron, IAB complex",147,2004,-111.2785584,32.4947627,United States,North America
Northeast Africa 002,"Iron, IID-an",5480,2004,not found,not found,not found,not found
Northwest Africa 2128,Eucrite,40,2004,not found,not found,not found,not found
Northwest Africa 2134,H6,916,2004,not found,not found,not found,not found
Northwest Africa 2135,LL4,421,2004,not found,not found,not found,not found
Northwest Africa 2136,L3.5,1045,2004,not found,not found,not found,not found
Northwest Africa 2137,LL3.7,6174,2004,not found,not found,not found,not found
Northwest Africa 2151,"Iron, IAB-sHL",417.44,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2152,L5,226,2004,not found,not found,not found,not found
Northwest Africa 2153,L6,353,2004,not found,not found,not found,not found
Northwest Africa 2154,LL6,233,2004,not found,not found,not found,not found
Northwest Africa 2155,L6,35.8,2004,not found,not found,not found,not found
Northwest Africa 2156,L6,27,2004,not found,not found,not found,not found
Northwest Africa 2200,Lunar,552,2004,not found,not found,not found,not found
Northwest Africa 2202,Eucrite-pmict,140,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2225,Ureilite,40,2004,not found,not found,not found,not found
Northwest Africa 2307,Eucrite,1905,2004,not found,not found,not found,not found
Northwest Africa 2311,"Iron, IAB-sLL",1435,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2332,H~5,126.7,2004,not found,not found,not found,not found
Northwest Africa 2333,L/LL~6,12.5,2004,not found,not found,not found,not found
Northwest Africa 2337,H5,145.8,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2338,H6,494,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2339,Eucrite,11.9,2004,not found,not found,not found,not found
Northwest Africa 2340,CR2,4.6,2004,not found,not found,not found,not found
Northwest Africa 2341,H~5,196.1,2004,not found,not found,not found,not found
Northwest Africa 2342,L~5,64.5,2004,not found,not found,not found,not found
Northwest Africa 2343,L~6,144.9,2004,not found,not found,not found,not found
Northwest Africa 2344,L~4,29.5,2004,not found,not found,not found,not found
Northwest Africa 2345,H~6,40.4,2004,not found,not found,not found,not found
Northwest Africa 2346,L~5,23.4,2004,not found,not found,not found,not found
Northwest Africa 2347,H~6,38.1,2004,not found,not found,not found,not found
Northwest Africa 2348,H5,365.3,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2349,L3/4,98,2004,-89.2681013,13.6632434,El Salvador,North America
Northwest Africa 2352,Ureilite,302,2004,not found,not found,not found,not found
Northwest Africa 2353,Achondrite-ung,315,2004,not found,not found,not found,not found
Northwest Africa 2356,Eucrite,53,2004,not found,not found,not found,not found
Northwest Africa 2359,Eucrite,1298,2004,not found,not found,not found,not found
Northwest Africa 2360,LL6,56,2004,not found,not found,not found,not found
Northwest Africa 2362,Eucrite,252,2004,not found,not found,not found,not found
Northwest Africa 2363,L5,120,2004,not found,not found,not found,not found
Northwest Africa 2364,CV3,1493,2004,not found,not found,not found,not found
Northwest Africa 2365,LL6,258,2004,not found,not found,not found,not found
Northwest Africa 2366,Eucrite-pmict,1239,2004,not found,not found,not found,not found
Northwest Africa 2367,L4,168,2004,not found,not found,not found,not found
Northwest Africa 2368,LL3.9,170,2004,not found,not found,not found,not found
Northwest Africa 2369,LL3.8,220,2004,not found,not found,not found,not found
Northwest Africa 2370,L4,227.2,2004,not found,not found,not found,not found
Northwest Africa 2372,CK4,440,2004,not found,not found,not found,not found
Northwest Africa 2373,Martian (shergottite),18,2004,not found,not found,not found,not found
Northwest Africa 2374,Ureilite,31,2004,not found,not found,not found,not found
Northwest Africa 2375,L5,544,2004,not found,not found,not found,not found
Northwest Africa 2376,Ureilite,123,2004,not found,not found,not found,not found
Northwest Africa 2377,L3.7,327,2004,not found,not found,not found,not found
Northwest Africa 2378,H3.5,3141,2004,not found,not found,not found,not found
